category,paper_id,title,authors,task,type,needs_training,extra_data,code,s1_mod_pos,s2_no_extra_data,s3_has_code,s4_pluggable,score_total,verdict,ease,keyword_hits
Datasets,51,GOBench: Benchmarking Geometric Optics Generation and Understanding of MLLMs,"Xiaorong Zhu, Ziheng Jia, Jiarui Wang, Xiangyu Zhao, Haodong Duan, Xiongkuo Min, Jia Wang, Zicheng Zhang, Guangtao Zhai",VLM,Other,Y,Y,Unknown,0,0,0,0,0,PASS,1,
Datasets,52,VER-Bench: Evaluating Multimodal LLM on Reasoning with Fine-Grained Visual Evidence,"Chenhui Qiang, Zhaoyang Wei, Xumeng Han, Zipeng Wang, Siyao Li, Xiangyuan Lan, Jianbin Jiao, Zhenjun Han",VLM,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Datasets,60,RoboAfford: A Dataset and Benchmark for Enhancing Object and Spatial Affordance Learning in Robot Manipulation,"Yingbo Tang, Lingfeng Zhang, Shuyi Zhang, Yinuo Zhao, Xiaoshuai Hao",Other,Other,Y,Y,Unknown,0,0,0,0,0,PASS,1,
Datasets,64,Multi-Accent Mandarin Dry-Vocal Singing Dataset: Benchmark for Singing Accent Recognition,"Zihao Wang, Shulei Ji, Le Ma, Yuhang Jin, Shun Lei, Jianyi Chen, Haoying Fu, Roger Dannenberg, Kejun Zhang",Other,Other,Y,Y,Unknown,0,0,0,0,0,PASS,1,
Datasets,65,SmokeBench: A Real-World Dataset for Surveillance Image Desmoking in Early-Stage Fire Scenes,"Wenzhuo Jin, Qianfeng Yang, Xianhao Wu, Hongming Chen, Pengpeng Li, Xiang Chen",Other,Other,Y,Y,Unknown,0,0,0,0,0,MAYBE,1,
Datasets,66,SpineBench: Benchmarking Multimodal LLMs for Spinal Pathology Analysis,"Chenghanyu Zhang, Zekun Li, Pei Li, Xing Cui, Shuhan Xia, Weixiang Yan, YiqiaoZhang YiqiaoZhang, Qianyu Zhuang",VLM,Other,Y,Y,Unknown,0,0,0,0,0,PASS,1,
Datasets,73,AU-IQA: A Benchmark Dataset for Perceptual Quality Assessment of AI-Enhanced User-Generated Content,"Shushi Wang, Chunyi Li, Zicheng Zhang, Han Zhou, Wei Dong, Jun Chen, Guangtao Zhai, Xiaohong Liu",Other,Other,Y,Y,Unknown,0,0,0,0,0,PASS,1,
Datasets,79,Video-CoT: A Comprehensive Dataset for Spatiotemporal Understanding of Videos Based on Chain-of-Thought,"Shuyi Zhang, Xiaoshuai Hao, Yingbo Tang, Lingfeng Zhang, Pengwei Wang, Zhongyuan Wang, Hongxuan Ma, Shanghang Zhang",Video,Other,Y,Y,Unknown,0,0,0,0,0,MAYBE,1,
Datasets,80,VIHand: Enhancing 3D Hand Pose Estimation with Visual-Inertial Benchmark,"Xinyi Wang, Pengfei Ren, Haoyang Zhang, Xin Sheng, Da Li, Liang Xie, Yue Gao, Erwei Yin",Other,Other,Y,Y,Unknown,0,0,0,0,0,PASS,1,
Datasets,81,Language-Driven 3D Human Pose Estimation in Multi-Person Scenarios: A New Dataset and Approach,"Tingrui Shen, Bangzhen Liu, Zhirun Fan, Shiting Zhang, Weifeng Pan, Sun Fan, Dan Cao, Shengfeng He",Other,Other,Y,Y,Unknown,0,0,0,0,0,PASS,1,
Datasets,82,PA-HOI: A Physics-Aware Human and Object Interaction Dataset,"Ruiyan Wang, Lin Zuo, Zonghao Lin, Qiang Wang, Zhengxue Cheng, Rong Xie, Jun Ling, Li Song",Video,Other,Y,Y,Unknown,0,0,0,0,0,MAYBE,1,
Datasets,89,FineBadminton: A Multi-Level Dataset for Fine-Grained Badminton Video Understanding,"Xusheng He, Wei Liu, Shanshan Ma, Qian Liu, Chenghao Ma, Jianlong Wu",Video,Other,Y,Y,Unknown,0,0,0,0,0,MAYBE,1,
Datasets,93,Open3DVQA: A Benchmark for Embodied Spatial Concept Reasoning with Multimodal Large Language Model in Open Space,"Weichen Zhang, Zile Zhou, Xin Zeng, LIU Xuchen, Jianjie Fang, Chen Gao, Jinqiang Cui, Yong Li, Xinlei Chen, Xiao-Ping Zhang",VLM,Other,Y,Y,Unknown,0,0,0,0,0,PASS,1,
Datasets,95,UEMM-Air: Enable UAVs to Undertake More Multi-modal Tasks,"Liang Yao, Fan Liu, Shengxiang Xu, Chuanyi Zhang, Shimin Di, Xing Ma, Jianyu Jiang, Zequan Wang, Jun Zhou",Other,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Datasets,97,PhysLab: A Benchmark Dataset for Multi-Granularity Visual Parsing of Physics Experiments,"Minghao Zou, Qingtian Zeng, Yongping Miao, Shangkun Liu, Zilong Wang, Hantao Liu, Wei Zhou",Other,Other,Y,Y,Unknown,0,0,0,0,0,PASS,1,
Datasets,98,SynthVLM: Towards High-Quality and Efficient Synthesis of Image-Caption Datasets for Vision-Language Models,"Zheng Liu, Hao Liang, Bozhou Li, Wentao Xiong, Chong Chen, Conghui He, Wentao Zhang, Bin CUI",VLM,Other,Y,Y,Unknown,0,0,0,0,0,KEEP,1,efficient
Datasets,102,EEG-Face: A Facial-Image Stimulated EEG Data-Set for Analysis of Brain Perceived Multimedia,"Wuxia Zhang, Yang Xin, Shibo Lv, Xin Zhang, Xiang Zhong, Jianmin Jiang",Other,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Datasets,110,A Dataset and Metric for Textual Video Content Description,"Stefan Arzberger, Paul Raith, Werner Bailer, Marion Jaks",Video,Other,Y,Y,Unknown,0,0,0,0,0,MAYBE,1,
Datasets,112,MMESGBench: Pioneering Multimodal Understanding and Complex Reasoning Benchmark for ESG Tasks,"Lei Zhang, Xin Zhou, Chaoyue He, Di Wang, Yi Wu, Hong Xu, Wei Liu, Chunyan Miao",VLM,Other,Y,Y,Unknown,0,0,0,0,0,PASS,1,
Datasets,113,AnaFig: A Human-Aligned Dataset for Scientific Figure Analysis,"Tan Yue, xuzhao Shi, Rui Mao, Zilong Song, Zonghai Hu, Dongyan Zhao",Other,Other,Y,Y,Unknown,0,0,0,0,0,MAYBE,1,
Datasets,114,Evaluating Perceptual Color Preferences in Smartphone Photography: Dataset and Challenges,"Zhihua Wang, Weixia Zhang, Wei Zhou, Xiaohong Liu, Guangtao Zhai, Patrick Callet",Other,Other,Y,Y,Unknown,0,0,0,0,0,MAYBE,1,
Datasets,115,Unlocking Joint Image Deraining and Low-Light Enhancement: Benchmark and Baseline,"Liang Cheng, Hao Wang, Chenwei Wu, Haochen You, Xianhao Wu",Other,Other,Y,Y,Unknown,0,0,0,0,0,PASS,1,
Datasets,116,HAN: Korean Heritage Augmented Narrative Visual-Language Description Dataset,"SungHyun Moon, Aidyn Zhakatayev, SeungJae Lee",Other,Other,Y,Y,Unknown,0,0,0,0,0,MAYBE,1,
Datasets,119,MME-Finance: A Multimodal Finance Benchmark for Expert-level Understanding and Reasoning,"Ziliang Gan, Dong Zhang, Haohan Li, Yang Wu, Xueyuan Lin, Ji Liu, Haipang WU, Chaoyou Fu, Zenglin Xu, Rongjunchen Zhang, Yong Dai",VLM,Other,Y,Y,Unknown,0,0,0,0,0,PASS,1,
Datasets,121,MuMMy: Multimodal Dataset supporting VLM-based Egyptology Research Assistant,"Maksim Golyadkin, Innokentiy Humonen, Valeria Rubanova, Danil Kalin, Ianis Plevokas, Dmitry Nikolotov, Aleksandr Utkov, Nikita Sidelnikov, Petr Ivanov, Bureeva Ekaterina, Ekaterina Alexandrova, Ilya Makarov",Retrieval,Other,Y,Y,Unknown,0,0,0,0,0,MAYBE,1,
Datasets,122,MultiEgo: A Multi-View Egocentric Video Dataset For 4D Scene Reconstruction,"Bate Li, Houqiang Zhong, Zhengxue Cheng, Qiang Hu, Qiang Wang, Li Song, Wenjun Zhang",Video,Other,Y,Y,Unknown,0,0,0,0,0,MAYBE,1,
Datasets,123,MORE: Multi-Organ medical image REconstruction Dataset,"Shaokai Wu, Yapan Guo, Yanbiao Ji, Jing Tong, Yuxiang Lu, Mei Li, Suizhi Huang, Yue Ding, Hongtao Lu",Other,Other,Y,Y,Unknown,0,0,0,0,0,MAYBE,1,
Datasets,124,Towards High Robust Vision-Language Large Models: Benchmark and Method,"Minyi Zhao, YI LIU, wensong he, Bingzhe Yu, Yuxi Mi, Shuigeng Zhou",VLM,Other,Y,Y,Unknown,0,0,0,0,0,PASS,1,
Datasets,125,RSVLM-QA: A Benchmark Dataset for Remote Sensing Vision Language Model-based Question Answering,"Xing Zi, Jinghao Xiao, Yunxiao Shi, Xian Tao, Jun Li, Ali Braytee, Mukesh Prasad",VLM,Other,Y,Y,Unknown,0,0,0,0,0,PASS,1,
Datasets,127,Beyond Snapshots: A Multimodal User-Level Dataset for Depression Detection in Dynamic Social Media Streams,"Bichen Wang, Yixin Sun, Yanyan Zhao, Bing Qin",VLM,Other,Y,Y,Unknown,0,0,0,0,0,MAYBE,1,
Datasets,131,ADS-Edit: A Multimodal Knowledge Editing Dataset for Autonomous Driving Systems,"Chenxi Wang, Jizhan Fang, Xiang Chen, Bozhong Tian, Ziwen Xu, Huajun Chen, Ningyu Zhang",VLM,Other,Y,Y,Unknown,0,0,0,0,0,MAYBE,1,
Datasets,133,BIMCompNet: Multimodal Dataset for Geometric Deep Learning in Building Information Model,"Mingsong Yang, Xinhong Hei, Kehai Chen, Haining Meng, HaoYang Dong, Qin zhao",VLM,Other,Y,Y,Unknown,0,0,0,0,0,MAYBE,1,
Datasets,136,Towards a New Paradigm of Visual Signal Compression,"Chunyi Li, Xiele Wu, Haoning Wu, Donghui Feng, Zicheng Zhang, Guo Lu, Xiongkuo Min, Xiaohong Liu, Guangtao Zhai, Weisi Lin",Other,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Datasets,137,MathScape: Benchmarking Multimodal Large Language Models in Real-World Mathematical Contexts,"Hao Liang, Linzhuang Sun, zhouminxuan zhouminxuan, Zirong Chen, Meiyi Qiang, Mingan Lin, Tianpeng Li, Fan Yang, Zenan Zhou, Wentao Zhang",VLM,Other,Y,Y,Unknown,0,0,0,0,0,PASS,1,
Datasets,140,eSkinHealth: A Multimodal Dataset for Neglected Tropical Skin Diseases,"Janet Wang, Xin Hu, Yunbei Zhang, DIABATE Almamy, Vagamon BAMBA, Konan KOFFI, YAO AUBIN, Zhengming Ding, Jihun Hamm, Rie Yotsu",VLM,Other,Y,Y,Unknown,0,0,0,0,0,MAYBE,1,
